filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total_fields,total_correct,errors,calibrated_accuracy
Qwen_Qwen3-1.7B_Sculpt-AI_GIMBench-cv-parse_260201-073227.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-1.7B --use_gim_prompt --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-1.7B', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T07:32:27.092588,2026-02-01T07:42:07.449767,9.67261965,472,283,0,0.5995762711864406
Qwen_Qwen3-1.7B_Sculpt-AI_GIMBench-cv-parse_260201-074217.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-1.7B --use_outlines --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-1.7B', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': True, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T07:42:17.677390,2026-02-01T07:51:14.884179,8.953446483333332,472,301,0,0.6377118644067796
Qwen_Qwen3-4B-Instruct-2507_Sculpt-AI_GIMBench-cv-parse_260201-075127.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-4B-Instruct-2507 --use_gim_prompt --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-4B-Instruct-2507', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T07:51:27.725393,2026-02-01T08:02:52.382741,11.4109558,462,318,1,0.6883116883116883
Qwen_Qwen3-4B-Instruct-2507_Sculpt-AI_GIMBench-cv-parse_260201-080302.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-4B-Instruct-2507 --use_outlines --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-4B-Instruct-2507', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': True, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T08:03:02.673053,2026-02-01T08:07:36.347407,4.561239233333334,472,59,0,0.125
Sculpt-AI_2510231-mixture-high_Sculpt-AI_GIMBench-cv-parse_260201-080746.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2510231-mixture-high --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510231-mixture-high', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T08:07:46.569569,2026-02-01T08:18:12.301664,10.428868249999999,472,288,0,0.6101694915254238
Sculpt-AI_2510232-mixture-mid_Sculpt-AI_GIMBench-cv-parse_260201-081822.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2510232-mixture-mid --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510232-mixture-mid', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T08:18:22.499527,2026-02-01T08:30:20.916812,11.973621416666667,472,268,0,0.5677966101694916
Sculpt-AI_2601081-mix1_Sculpt-AI_GIMBench-cv-parse_260201-083030.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601081-mix1 --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601081-mix1', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T08:30:30.902785,2026-02-01T08:40:51.857809,10.349250399999999,472,289,0,0.6122881355932204
Sculpt-AI_2601091-mix2_Sculpt-AI_GIMBench-cv-parse_260201-084101.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601091-mix2 --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601091-mix2', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T08:41:01.966605,2026-02-01T08:50:44.908907,9.715705033333334,472,293,0,0.6207627118644068
Sculpt-AI_2601092-mix3_Sculpt-AI_GIMBench-cv-parse_260201-085055.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601092-mix3 --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601092-mix3', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T08:50:55.118627,2026-02-01T09:01:43.633230,10.808576716666666,472,290,0,0.614406779661017
Sculpt-AI_2601093-mix4_Sculpt-AI_GIMBench-cv-parse_260201-090153.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601093-mix4 --output_type cfg --api_key **** --base_url https://openrouter.ai/api/v1', 'gimbench_version': '0.2.7', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'fd18d081bceeb132a7652c83e40b823019390def'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601093-mix4', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'top_p': 1.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'auto_budget_prompt': ""I'll show you a couple of questions. Decide how many reasoning steps are needed to answer each accurately.\n\nConsider a plausible reasoning workflow first (you may use reasoning, reflection, trial and error, and parallel thinking by applying different approaches, plus a quick verification if needed). Then output a step budget (where each step is an atomic reasoning action taking 3–5 sentences) that allows for granular, step-by-step derivation without skipping logic, ensuring a robust and high-confidence conclusion;leave extra headroom for cross-checking and possible revision on multi-hop or tricky questions.\n\n## Question: {question}\n\nDo not be anchored by the examples above. Scale your step budget linearly with the difficulty. For complex problems, you are encouraged to assign a high budget (20, or more) to ensure there is enough room for step-by-step derivation and verification.\n\n"", 'reason_step_desc': 'A distinct, verified reasoning step building on the previous one. Write 2–3 substantial sentences (60–80 words each) to ensure depth.', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'judge_model_name': 'google/gemini-3-flash-preview', 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-02-01T09:01:53.720999,2026-02-01T09:12:02.643132,10.148702216666667,472,286,0,0.6059322033898306
