filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total,evaluates,errors,avg_lwnp,avg_rwnp,avg_wnp,avg_inp,avg_query_tags,avg_result_tags,avg_infilling_ratio,avg_query_len,avg_response_len
anthropic_claude-haiku-4.5_Sculpt-AI_GIM-SFT_260125-182903.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type openai --model_name anthropic/claude-haiku-4.5 --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'anthropic/claude-haiku-4.5', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T18:29:03.607703,2026-01-25T18:33:31.373976,4.462771216666667,100,100,1,0.3785276801455415,0.3715493443883246,0.36746829358097793,0.4559754804207309,2.85,0.0,1.0,813.33,928.32
deepseek_deepseek-chat-v3-0324_Sculpt-AI_GIM-SFT_260125-181551.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type openai --model_name deepseek/deepseek-chat-v3-0324 --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'deepseek/deepseek-chat-v3-0324', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T18:15:51.950916,2026-01-25T18:28:33.723242,12.696205433333335,100,100,0,0.3898305936111766,0.38845473934139657,0.38719496695898714,0.49259927085376426,2.85,0.0,1.0,813.33,874.12
google_gemini-3-flash-preview_Sculpt-AI_GIM-SFT_260125-170006.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type openai --model_name google/gemini-3-flash-preview --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'google/gemini-3-flash-preview', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T17:00:06.063140,2026-01-25T17:04:54.019394,4.7992709,100,100,0,0.37362243239283116,0.37213476805515844,0.36815872086075185,0.43736323420303663,2.85,0.0,1.0,813.33,930.32
moonshotai_kimi-k2-thinking_Sculpt-AI_GIM-SFT_260125-170526.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type openai --model_name moonshotai/kimi-k2-thinking --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'moonshotai/kimi-k2-thinking', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T17:05:26.714298,2026-01-25T18:14:52.800024,69.4347621,100,100,24,0.4033557473488156,0.3917914287694844,0.39173628440198,1.1295706017131506,2.85,0.01,0.9975,813.33,944.17
openai_gpt-5.2_Sculpt-AI_GIM-SFT_260125-164015.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type openai --model_name openai/gpt-5.2 --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'openai/gpt-5.2', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T16:40:15.965889,2026-01-25T16:59:34.469438,19.308392483333332,100,100,1,0.3991078543639021,0.3877831422827342,0.38416248834216243,0.4838740902407066,2.85,0.0,1.0,813.33,995.33
Qwen_Qwen3-1.7B_Sculpt-AI_GIM-SFT_260125-185851.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type vllm-offline --model_name Qwen/Qwen3-1.7B --use_gim_prompt --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-1.7B', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T18:58:51.178863,2026-01-25T19:04:56.102856,6.0820665499999995,100,100,1,0.3815283970262656,0.4018713515079267,0.4039109817143267,0.8863772172837608,2.85,0.09,0.9533333333333333,813.33,633.45
Qwen_Qwen3-4B-Instruct-2507_Sculpt-AI_GIM-SFT_260125-185111.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type vllm-offline --model_name Qwen/Qwen3-4B-Instruct-2507 --use_gim_prompt --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-4B-Instruct-2507', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T18:51:11.585837,2026-01-25T18:58:20.736193,7.152505933333333,100,100,3,0.3784456018275195,0.38176773193816294,0.3794868858822302,0.7373230685178136,2.85,0.03,0.99,813.33,890.48
Sculpt-AI_09251-gim-sft-tmp_Sculpt-AI_GIM-SFT_260125-190526.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/09251-gim-sft-tmp --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/09251-gim-sft-tmp', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T19:05:26.449174,2026-01-25T19:31:19.509347,25.884336216666668,100,100,0,0.3727650136793035,0.3913089950452504,0.38033501797381597,0.2876706423403764,2.85,0.1,0.9715,813.33,4088.67
Sculpt-AI_2510231-mixture-high_Sculpt-AI_GIM-SFT_260125-193150.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/2510231-mixture-high --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510231-mixture-high', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T19:31:50.558585,2026-01-25T19:49:48.207347,17.9608127,100,100,0,0.3694485857616401,0.3656242219038741,0.36657930332372546,0.2648285259353579,2.85,0.21,0.9402619047619047,813.33,3897.3
Sculpt-AI_2510232-mixture-mid_Sculpt-AI_GIM-SFT_260125-195055.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ppl/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/2510232-mixture-mid --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '030ecdfa092beb818cc54e957947ff3a24b0d873'}",ppl,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510232-mixture-mid', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-25T19:50:55.208493,2026-01-25T20:07:08.413533,16.220084,100,100,0,0.358678574521251,0.3694287273359633,0.3660030817449882,0.31883898063831523,2.85,0.21,0.9376190476190476,813.33,4127.81
