filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total_fields,total_correct,errors,calibrated_accuracy
Qwen_Qwen3-1.7B_Sculpt-AI_GIMBench-cv-parse_260128-074153.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-1.7B --use_gim_prompt --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-1.7B', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T07:41:53.182914,2026-01-28T07:45:06.388225,3.2200885166666664,487,255,0,0.5236139630390144
Qwen_Qwen3-1.7B_Sculpt-AI_GIMBench-cv-parse_260128-135906.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-1.7B --use_outlines', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-1.7B', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': True, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T13:59:06.500311,2026-01-28T14:14:49.706186,15.720097916666667,487,258,0,0.5297741273100616
Qwen_Qwen3-4B-Instruct-2507_Sculpt-AI_GIMBench-cv-parse_260128-074516.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-4B-Instruct-2507 --use_gim_prompt --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-4B-Instruct-2507', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T07:45:16.831466,2026-01-28T07:50:12.531705,4.928337316666667,487,295,0,0.6057494866529775
Qwen_Qwen3-4B-Instruct-2507_Sculpt-AI_GIMBench-cv-parse_260128-141502.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Qwen/Qwen3-4B-Instruct-2507 --use_outlines', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': None, 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-4B-Instruct-2507', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': True, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T14:15:02.255070,2026-01-28T14:21:30.716437,6.474356116666667,487,43,0,0.08829568788501027
Sculpt-AI_2510231-mixture-high_Sculpt-AI_GIMBench-cv-parse_260128-075023.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2510231-mixture-high --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510231-mixture-high', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T07:50:23.290696,2026-01-28T07:53:09.718549,2.77379755,487,231,0,0.47433264887063653
Sculpt-AI_2510232-mixture-mid_Sculpt-AI_GIMBench-cv-parse_260128-075320.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2510232-mixture-mid --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510232-mixture-mid', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T07:53:20.566437,2026-01-28T08:02:01.195203,8.6771461,487,211,0,0.433264887063655
Sculpt-AI_2601081-mix1_Sculpt-AI_GIMBench-cv-parse_260128-080211.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601081-mix1 --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601081-mix1', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T08:02:11.701555,2026-01-28T08:06:06.782965,3.9180235,487,227,0,0.46611909650924027
Sculpt-AI_2601091-mix2_Sculpt-AI_GIMBench-cv-parse_260128-080617.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601091-mix2 --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601091-mix2', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T08:06:17.432386,2026-01-28T08:11:21.520724,5.068138966666667,487,231,0,0.47433264887063653
Sculpt-AI_2601092-mix3_Sculpt-AI_GIMBench-cv-parse_260128-081132.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601092-mix3 --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601092-mix3', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T08:11:32.262767,2026-01-28T08:14:38.372831,3.1018344,487,227,0,0.46611909650924027
Sculpt-AI_2601093-mix4_Sculpt-AI_GIMBench-cv-parse_260128-081449.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/cv/cv_parse.py --model_type vllm-offline --model_name Sculpt-AI/2601093-mix4 --output_type cfg', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': 'dfc676fcaa168e553dce87c5d4d0e8c0f76ad35e'}",cv,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601093-mix4', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': -1, 'num_proc': 1, 'output_dir': 'results', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'norm_ppl_alpha': 0.2, 'ppl_window_k': 16, 'golden_truth_only': False, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'use_outlines': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-cv-parse', 'name': None, 'split': 'test'}}",2026-01-28T08:14:49.545947,2026-01-28T08:17:47.982652,2.973945083333333,487,236,0,0.48459958932238195
