filename,evaluator_type,total,evaluates,corrects,errors,accuracy,calibrated_accuracy,avg_query_tokens,avg_response_tokens,avg_query_len,avg_response_len,start_time,end_time,elapsed_minutes,args,git_branch,git_commit_id
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-173314.json,mcqa,1000,1000,542,10,0.542,0.5474747474747474,203.152,283.43030303030304,756.628,1267.314,2025-10-22T17:33:14.940522,2025-10-22T17:37:08.740152,3.8966605000000003,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 2, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-173720.json,mcqa,1000,1000,529,12,0.529,0.5354251012145749,259.152,388.32894736842104,906.628,1734.477,2025-10-22T17:37:20.012272,2025-10-22T17:41:56.505490,4.6082203,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 4, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-174208.json,mcqa,1000,1000,534,10,0.534,0.5393939393939394,315.152,494.2939393939394,1056.628,2218.518,2025-10-22T17:42:08.885889,2025-10-22T17:47:59.269096,5.839720116666667,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 6, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-174811.json,mcqa,1000,1000,547,8,0.547,0.5514112903225806,371.152,587.8840725806451,1206.628,2649.273,2025-10-22T17:48:11.139132,2025-10-22T17:55:40.793961,7.4942471500000005,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 8, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-175552.json,mcqa,1000,1000,557,8,0.557,0.561491935483871,428.153,695.3729838709677,1357.628,3163.589,2025-10-22T17:55:52.770599,2025-10-22T18:04:30.428890,8.627638183333334,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 10, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-180442.json,mcqa,1000,1000,546,10,0.546,0.5515151515151515,486.152,800.0454545454545,1509.628,3650.002,2025-10-22T18:04:42.092252,2025-10-22T18:15:43.399638,11.021789766666666,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 12, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-181555.json,mcqa,1000,1000,541,9,0.541,0.5459132189707366,544.152,887.7507568113017,1661.628,4066.648,2025-10-22T18:15:55.704125,2025-10-22T18:28:53.789943,12.968096966666668,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 14, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-182905.json,mcqa,1000,1000,543,6,0.543,0.5462776659959758,602.152,976.6750503018109,1813.628,4501.578,2025-10-22T18:29:05.703060,2025-10-22T18:41:47.606275,12.698386916666667,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 16, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_openlifescienceai_medmcqa_251022-184159.json,mcqa,1000,1000,539,6,0.539,0.5422535211267606,660.152,1067.2092555331992,1965.628,4908.886,2025-10-22T18:41:59.892786,2025-10-22T18:58:08.281196,16.139806833333335,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 18, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 1000, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'openlifescienceai/medmcqa', 'name': None, 'split': 'validation'}}",result/2510151,f54b01143935b9803874f388609add3a5c74503a
artifacts_09251-gim-sft-tmp_sft-gim_allenai_qasc_251022-194829.json,mcqa,920,920,740,5,0.8043478260869565,0.8087431693989071,209.35434782608695,267.4775956284153,746.5152173913043,1204.5304347826086,2025-10-22T19:48:29.330559,2025-10-22T19:50:21.361805,1.8671874333333334,"{'model_name': 'artifacts/09251-gim-sft-tmp/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 2, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",result/2510151,65799448ffff3dfcf46ecd08e6ad992ddb7642e0
