filename,evaluator_type,total,evaluates,corrects,errors,accuracy,calibrated_accuracy,avg_query_tokens,avg_response_tokens,avg_query_len,avg_response_len,start_time,end_time,elapsed_minutes,args,git_branch,git_commit_id
artifacts_2510233-mixture-low_sft-gim_allenai_qasc_251025-140305.json,mcqa,920,920,299,495,0.325,0.7035294117647058,209.35434782608695,177.5741176470588,746.5152173913043,355.8608695652174,2025-10-25T14:03:05.233461,2025-10-25T14:03:52.694281,0.7910136666666666,"{'model_name': 'artifacts/2510233-mixture-low/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 2, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_allenai_qasc_251024-162808.json,mcqa,920,920,447,274,0.48586956521739133,0.6919504643962848,209.35434782608695,323.187306501548,746.5152173913043,1051.0663043478262,2025-10-24T16:28:08.981268,2025-10-24T16:30:45.361169,2.606331683333333,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 2, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_Idavidrein_gpqa_251024-124928.json,mcqa,198,198,26,106,0.13131313131313133,0.2826086956521739,363.3989898989899,763.8152173913044,1192.1060606060605,1285.7222222222222,2025-10-24T12:49:28.735553,2025-10-24T12:53:04.992202,3.6042774833333335,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 2, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_allenai_qasc_251024-163057.json,mcqa,920,920,288,481,0.3130434782608696,0.6560364464692483,265.35434782608695,452.2118451025057,896.5152173913043,1002.0054347826087,2025-10-24T16:30:57.527592,2025-10-24T16:34:31.049028,3.5586906,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 4, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_Idavidrein_gpqa_251024-125315.json,mcqa,198,198,24,114,0.12121212121212122,0.2857142857142857,419.3989898989899,903.6547619047619,1342.1060606060605,1401.6919191919192,2025-10-24T12:53:15.007637,2025-10-24T12:56:31.202467,3.2699138333333333,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 4, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_allenai_qasc_251024-163442.json,mcqa,920,920,294,478,0.31956521739130433,0.665158371040724,321.35434782608695,536.8348416289592,1046.5152173913043,1193.75,2025-10-24T16:34:42.180789,2025-10-24T16:38:33.198571,3.850296366666667,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 6, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_Idavidrein_gpqa_251024-125641.json,mcqa,198,198,28,121,0.1414141414141414,0.36363636363636365,475.3989898989899,1008.1428571428571,1492.1060606060605,1435.5757575757575,2025-10-24T12:56:41.231200,2025-10-24T13:00:04.491853,3.38767755,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 6, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_allenai_qasc_251024-163844.json,mcqa,920,920,317,429,0.34456521739130436,0.6456211812627292,377.35434782608695,595.224032586558,1196.5152173913043,1470.0945652173914,2025-10-24T16:38:44.155011,2025-10-24T16:41:39.130933,2.9162653666666665,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 8, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_Idavidrein_gpqa_251024-130014.json,mcqa,198,198,35,69,0.17676767676767677,0.2713178294573643,531.3939393939394,1043.5426356589148,1642.1060606060605,2494.5353535353534,2025-10-24T13:00:14.628145,2025-10-24T13:03:37.504299,3.3812692333333336,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 8, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 198, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'Idavidrein/gpqa', 'name': 'gpqa_diamond', 'split': 'train'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
artifacts_2510231-mixture-high_sft-gim_allenai_qasc_251024-164657.json,mcqa,920,920,153,681,0.16630434782608697,0.6401673640167364,492.35434782608695,816.1548117154812,1499.5152173913043,973.3467391304348,2025-10-24T16:46:57.971007,2025-10-24T16:51:44.001232,4.767170416666667,"{'model_name': 'artifacts/2510231-mixture-high/sft-gim', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'is_gim': True, 'reason_budget': 12, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 920, 'num_proc': 40, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'dataset': {'path': 'allenai/qasc', 'name': None, 'split': 'validation'}}",feat/mixture,524cc7d9cd92e0c68edee6da02c703020276e6ba
