filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total,evaluates,errors,avg_ctp,avg_nctp,avg_query_tags,avg_result_tags,avg_infilling_ratio
deepseek_deepseek-chat-v3-0324_Sculpt-AI_GIM-SFT_260121-160601.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type openai --model_name deepseek/deepseek-chat-v3-0324 --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100 --base_model_vocab_size 129280', 'gimbench_version': '0.2.4', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '29c4c1ffba77cf4ba40110ff9821021cf204406a'}",ctp,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'deepseek/deepseek-chat-v3-0324', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 129280, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-21T16:06:01.624524,2026-01-21T16:13:21.772129,7.335793416666666,100,100,4,21.96389675140381,0.17254269110990897,2.85,0.0,1.0
google_gemini-3-flash-preview_Sculpt-AI_GIM-SFT_260121-152921.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type openai --model_name google/gemini-3-flash-preview --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100 --base_model_vocab_size 256128', 'gimbench_version': '0.2.4', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '29c4c1ffba77cf4ba40110ff9821021cf204406a'}",ctp,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'google/gemini-3-flash-preview', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 256128, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-21T15:29:21.407439,2026-01-21T15:34:17.555071,4.935793866666667,100,100,11,20.202643614136772,0.1482620001562415,2.85,0.0,1.0
moonshotai_kimi-k2-thinking_Sculpt-AI_GIM-SFT_260121-153501.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type openai --model_name moonshotai/kimi-k2-thinking --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100 --base_model_vocab_size 163840', 'gimbench_version': '0.2.4', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '29c4c1ffba77cf4ba40110ff9821021cf204406a'}",ctp,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'moonshotai/kimi-k2-thinking', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 163840, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-21T15:35:01.215297,2026-01-21T16:05:25.500626,30.404755483333336,100,100,17,22.284695654030305,0.16500838383710287,2.85,0.0,1.0
openai_gpt-5.2_Sculpt-AI_GIM-SFT_260121-150543.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type openai --model_name openai/gpt-5.2 --api_key **** --base_url https://openrouter.ai/api/v1 --use_gim_prompt --output_type json --ref_model_device cpu --first_n 100 --base_model_vocab_size 201088', 'gimbench_version': '0.2.4', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '29c4c1ffba77cf4ba40110ff9821021cf204406a'}",ctp,"{'use_gim_prompt': True, 'output_type': 'json', 'model_type': 'openai', 'model_name': 'openai/gpt-5.2', 'api_key': '****', 'base_url': 'https://openrouter.ai/api/v1', 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 201088, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-21T15:05:43.542484,2026-01-21T15:28:46.929357,23.05644788333333,100,100,13,27.153998824371687,0.1645276799955639,2.85,0.0,1.0
Qwen_Qwen3-1.7B_Sculpt-AI_GIM-SFT_260122-000356.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type vllm-offline --model_name Qwen/Qwen3-1.7B --use_gim_prompt --output_type cfg --ref_model_device cpu --first_n 100 --base_model_vocab_size 151936', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '4167eb9f822c06bf7769cb5fe982a290be4445af'}",ctp,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-1.7B', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 151936, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-22T00:03:56.073379,2026-01-22T00:08:03.599858,4.125441316666667,100,100,7,27.370926887758316,0.17370289916894976,2.85,0.14,0.955
Qwen_Qwen3-4B-Instruct-2507_Sculpt-AI_GIM-SFT_260121-235847.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type vllm-offline --model_name Qwen/Qwen3-4B-Instruct-2507 --use_gim_prompt --output_type cfg --ref_model_device cpu --first_n 100 --base_model_vocab_size 151936', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '4167eb9f822c06bf7769cb5fe982a290be4445af'}",ctp,"{'use_gim_prompt': True, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Qwen/Qwen3-4B-Instruct-2507', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 151936, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-21T23:58:47.498674,2026-01-22T00:02:21.917813,3.5736523166666667,100,100,8,20.26305865723154,0.16376492478086888,2.85,0.0,1.0
Sculpt-AI_09251-gim-sft-tmp_Sculpt-AI_GIM-SFT_260122-000948.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/09251-gim-sft-tmp --output_type cfg --ref_model_device cpu --first_n 100 --base_model_vocab_size 151936', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '4167eb9f822c06bf7769cb5fe982a290be4445af'}",ctp,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/09251-gim-sft-tmp', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 151936, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-22T00:09:48.627366,2026-01-22T00:29:02.559885,19.23220865,100,100,21,12.820231244533877,0.14953372209541527,2.85,0.1,0.9715
Sculpt-AI_2510231-mixture-high_Sculpt-AI_GIM-SFT_260122-003028.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/2510231-mixture-high --output_type cfg --ref_model_device cpu --first_n 100 --base_model_vocab_size 151936', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '4167eb9f822c06bf7769cb5fe982a290be4445af'}",ctp,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510231-mixture-high', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 151936, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-22T00:30:28.426515,2026-01-22T00:41:28.463124,11.00061015,100,100,26,11.210506735621271,0.14551434278109268,2.85,0.5,0.8699285714285715
Sculpt-AI_2510232-mixture-mid_Sculpt-AI_GIM-SFT_260122-004246.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/2510232-mixture-mid --output_type cfg --ref_model_device cpu --first_n 100 --base_model_vocab_size 151936', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '4167eb9f822c06bf7769cb5fe982a290be4445af'}",ctp,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2510232-mixture-mid', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 151936, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-22T00:42:46.608714,2026-01-22T00:53:18.584553,10.532930649999999,100,100,26,12.307166131767067,0.14677903977259393,2.85,0.22,0.9326190476190476
Sculpt-AI_2601081-mix1_Sculpt-AI_GIM-SFT_260122-005439.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/ctp/gim_sft.py --model_type vllm-offline --model_name Sculpt-AI/2601081-mix1 --output_type cfg --ref_model_device cpu --first_n 100 --base_model_vocab_size 151936', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.0.post1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '4167eb9f822c06bf7769cb5fe982a290be4445af'}",ctp,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601081-mix1', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'unsloth/Qwen3-4B-Instruct-2507', 'ref_model_name': 'gpt2', 'ref_model_device': 'cpu', 'base_model_vocab_size': 151936, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIM-SFT', 'name': ['gsm8k_reasoning', 'hk_o1aw', 'lima', 'o1_journey', 'process_bench', 'uhgeval', 'cnn_daily_mail', 'magpie_reasoning', 'kaist_cot', 'numina_math'], 'split': 'train', 'max_per_subset': 200}}",2026-01-22T00:54:39.150337,2026-01-22T01:05:44.239797,11.084824333333334,100,100,23,12.34194296056574,0.14798646705660048,2.85,0.29,0.9212619047619047
